TTIME_S,TRXI_M,TRYI_M,TRZI_M,TGRNKM_KM,TALTKM_KM,TDRNGE_M,TCRNGE_M,TVRMAG_M/S,TAIMAG_M/S2,TABXB_M/S2,TABYB_M/S2,TABZB_M/S2,TPITCH_DEG,THEADG_DEG,TAMACH
790.600,-4.929502E+006,-2.489405E+006,3.251605E+006,3050.39,35.9812,3.050120E+006,-42566.7,3217.00,9.85681,-0.758598,9.49245,-8.71345,10.2637,199.110,10.3630
790.700,-4.929649E+006,-2.489473E+006,3.251331E+006,3050.71,35.9811,3.050439E+006,-42552.0,3216.60,9.84887,-0.758461,9.48429,-8.71792,10.2717,199.119,10.3617
790.800,-4.929796E+006,-2.489542E+006,3.251057E+006,3051.03,35.9811,3.050759E+006,-42537.1,3216.19,9.84097,-0.758323,9.47616,-8.72234,10.2797,199.128,10.3604
790.900,-4.929944E+006,-2.489610E+006,3.250783E+006,3051.35,35.9811,3.051078E+006,-42522.2,3215.78,9.83311,-0.758186,9.46807,-8.72671,10.2877,199.137,10.3591
791.000,-4.930091E+006,-2.489679E+006,3.250509E+006,3051.67,35.9811,3.051398E+006,-42507.2,3215.38,9.82528,-0.758048,9.46000,-8.73103,10.2956,199.146,10.3577
791.100,-4.930238E+006,-2.489747E+006,3.250235E+006,3051.99,35.9810,3.051717E+006,-42492.1,3214.97,9.81749,-0.757909,9.45198,-8.73529,10.3035,199.155,10.3564
791.200,-4.930385E+006,-2.489815E+006,3.249961E+006,3052.31,35.9810,3.052036E+006,-42476.9,3214.57,9.80975,-0.757770,9.44399,-8.73950,10.3113,199.164,10.3551
791.300,-4.930533E+006,-2.489883E+006,3.249688E+006,3052.63,35.9810,3.052355E+006,-42461.7,3214.16,9.80204,-0.757631,9.43603,-8.74365,10.3190,199.173,10.3538
791.400,-4.930680E+006,-2.489951E+006,3.249414E+006,3052.95,35.9810,3.052675E+006,-42446.3,3213.75,9.79437,-0.757492,9.42811,-8.74775,10.3267,199.183,10.3525
791.500,-4.930827E+006,-2.490019E+006,3.249140E+006,3053.27,35.9810,3.052994E+006,-42430.9,3213.35,9.78674,-0.757352,9.42023,-8.75178,10.3344,199.192,10.3512
791.600,-4.930975E+006,-2.490086E+006,3.248867E+006,3053.58,35.9810,3.053313E+006,-42415.3,3212.94,9.77916,-0.757212,9.41239,-8.75576,10.3420,199.201,10.3499
791.700,-4.931122E+006,-2.490154E+006,3.248593E+006,3053.90,35.9810,3.053632E+006,-42399.7,3212.54,9.77162,-0.757071,9.40459,-8.75968,10.3495,199.211,10.3486
791.800,-4.931269E+006,-2.490221E+006,3.248320E+006,3054.22,35.9810,3.053951E+006,-42384.0,3212.13,9.76412,-0.756930,9.39682,-8.76354,10.3570,199.220,10.3473
791.900,-4.931416E+006,-2.490289E+006,3.248046E+006,3054.54,35.9810,3.054270E+006,-42368.2,3211.72,9.75667,-0.756789,9.38910,-8.76734,10.3645,199.229,10.3460
792.000,-4.931564E+006,-2.490356E+006,3.247773E+006,3054.86,35.9810,3.054589E+006,-42352.3,3211.32,9.74926,-0.756647,9.38142,-8.77108,10.3718,199.239,10.3447
792.100,-4.931711E+006,-2.490424E+006,3.247499E+006,3055.18,35.9810,3.054908E+006,-42336.3,3210.91,9.74190,-0.756505,9.37379,-8.77476,10.3792,199.248,10.3434
792.200,-4.931858E+006,-2.490491E+006,3.247226E+006,3055.50,35.9810,3.055227E+006,-42320.3,3210.51,9.73458,-0.756362,9.36619,-8.77837,10.3864,199.258,10.3421
792.300,-4.932006E+006,-2.490558E+006,3.246953E+006,3055.82,35.9810,3.055546E+006,-42304.1,3210.10,9.72731,-0.756220,9.35865,-8.78192,10.3936,199.267,10.3408
792.400,-4.932153E+006,-2.490625E+006,3.246679E+006,3056.13,35.9810,3.055864E+006,-42287.9,3209.70,9.72009,-0.756076,9.35114,-8.78540,10.4007,199.277,10.3394
792.500,-4.932300E+006,-2.490692E+006,3.246406E+006,3056.45,35.9811,3.056183E+006,-42271.6,3209.29,9.71292,-0.755933,9.34369,-8.78882,10.4078,199.287,10.3381
792.600,-4.932447E+006,-2.490759E+006,3.246133E+006,3056.77,35.9811,3.056502E+006,-42255.2,3208.89,9.70580,-0.755788,9.33628,-8.79218,10.4148,199.296,10.3368
792.700,-4.932595E+006,-2.490825E+006,3.245860E+006,3057.09,35.9811,3.056820E+006,-42238.7,3208.48,9.69873,-0.755644,9.32892,-8.79546,10.4217,199.306,10.3355
792.800,-4.932742E+006,-2.490892E+006,3.245587E+006,3057.41,35.9812,3.057139E+006,-42222.1,3208.08,9.69172,-0.755499,9.32161,-8.79868,10.4286,199.316,10.3342
792.900,-4.932889E+006,-2.490959E+006,3.245313E+006,3057.73,35.9812,3.057457E+006,-42205.4,3207.67,9.68475,-0.755354,9.31435,-8.80183,10.4354,199.326,10.3329
